BJD - 2454833, Corrected Flux
2602.403756350, 0.999851785,
2602.424187861, 0.999755227,
2602.444619472, 0.999769483,
2602.465050883, 0.999800879,
2602.485482495, 0.999812959,
2602.505914006, 0.999826447,
2602.526345417, 0.999924943,
2602.546777028, 0.999853096,
2602.567208539, 0.999884059,
2602.587640050, 0.999880200,
2602.608071561, 0.999732701,
2602.628503072, 0.999533409,
2602.648934583, 0.999524322,
2602.669366094, 0.999724567,
2602.689797605, 0.999886882,
2602.710229116, 0.999872664,
2602.730660628, 0.999828946,
2602.751092139, 0.999901844,
2602.771523750, 0.999844818,
2602.791955161, 0.999857075,
2602.812386672, 0.999844165,
2602.832818283, 0.999779921,
2602.853249694, 0.999770369,
2602.873681205, 0.999847918,
2602.894112816, 0.999846082,
2602.914544228, 0.999835617,
2602.934975739, 0.999874488,
2602.955407350, 0.999881760,
2602.975838761, 0.999864590,
2602.996270272, 0.999874537,
2603.016701883, 0.999866863,
2603.037133294, 0.999850264,
2603.057564806, 0.999890273,
2603.077996417, 1.000020312,
2603.098427928, 0.999907346,
2603.118859439, 0.999947989,
2603.159722462, 0.999998101,
2603.180153973, 0.999972877,
2603.200585484, 0.999843349,
2603.221016995, 0.999809932,
2603.241448606, 0.999857864,
2603.261880018, 1.000019845,
2603.282311529, 1.000026413,
2603.302743140, 0.999845952,
2603.323174551, 0.999716999,
2603.343606063, 0.999747063,
2603.364037674, 0.999716691,
2603.384469085, 0.999691273,
2603.404900597, 0.999781008,
2603.425332108, 0.999890205,
2603.445763619, 0.999843748,
2603.466195231, 0.999863136,
2603.486626642, 0.999929644,
2603.507058153, 0.999981698,
2603.527489765, 1.000076854,
2603.547921176, 1.000076608,
2603.568352688, 0.999869222,
2603.588784299, 0.999555114,
2603.609215810, 0.999608373,
2603.650078833, 0.999967325,
2603.670510345, 1.000098920,
2603.690941756, 0.999954895,
2603.711373368, 0.999845096,
2603.731804879, 0.999776137,
2603.752236391, 0.999858469,
2603.772667903, 0.999972396,
2603.793099414, 1.000022434,
2603.813531026, 1.000139939,
2603.833962437, 1.000012692,
2603.854393949, 0.999894855,
2603.895256972, 1.000036666,
2603.915688484, 0.999982609,
2603.936120096, 0.999962959,
2603.956551507, 1.000020794,
2603.976983019, 0.999952224,
2603.997414631, 0.999909065,
2604.017846043, 1.000055480,
2604.038277654, 0.999988699,
2604.058709166, 0.999990414,
2604.079140678, 1.000140860,
2604.099572190, 1.000108166,
2604.140435114, 0.999905936,
2604.160866726, 0.999944519,
2604.181298238, 0.999883613,
2604.201729650, 0.999950225,
2604.222161262, 0.999915309,
2604.242592774, 0.999900076,
2604.263024186, 0.999974729,
2604.283455798, 1.000140733,
2604.303887310, 1.000179835,
2604.324318722, 1.000302994,
2604.344750334, 1.000245384,
2604.365181846, 0.999961446,
2604.385613458, 0.999800314,
2604.406044870, 0.999870445,
2604.426476383, 0.999780804,
2604.446907995, 0.999911417,
2604.467339407, 0.999957489,
2604.487770920, 0.999995569,
2604.508202532, 1.000025322,
2604.528633944, 0.999943434,
2604.549065457, 0.999872953,
2604.569497069, 0.999697019,
2604.589928481, 0.999877355,
2604.630791606, 1.000025676,
2604.651223119, 1.000002871,
2604.671654631, 0.999941286,
2604.692086144, 0.999987016,
2604.712517657, 1.000158619,
2604.732949269, 1.000110235,
2604.753380682, 1.000111500,
2604.773812195, 1.000030556,
2604.794243807, 1.000203230,
2604.814675220, 1.000053655,
2604.835106733, 0.999987568,
2604.855538346, 0.999918859,
2604.875969758, 1.000044929,
2604.896401271, 1.000195903,
2604.916832784, 1.000243583,
2604.937264297, 1.000032434,
2604.957695910, 1.000079070,
2604.978127323, 1.000035193,
2604.998558836, 1.000004107,
2605.018990449, 1.000095093,
2605.039421862, 1.000235261,
2605.059853376, 1.000080230,
2605.080284989, 1.000099119,
2605.121147915, 1.000242321,
2605.141579528, 1.000014270,
2605.162011042, 0.999949021,
2605.182442455, 1.000118223,
2605.202874068, 1.000273984,
2605.223305582, 1.000124524,
2605.243736995, 1.000031908,
2605.264168609, 1.000074928,
2605.284600122, 1.000110173,
2605.305031736, 1.000020787,
2605.325463149, 1.000090263,
2605.366326277, 1.000047538,
2605.386757690, 1.000173568,
2605.407189204, 1.000038915,
2605.427620818, 1.000101428,
2605.448052232, 1.000127205,
2605.468483746, 0.999916452,
2605.488915360, 0.999956007,
2605.509346773, 0.999953419,
2605.529778287, 0.999729569,
2605.550209801, 0.999963851,
2605.570641416, 1.000122205,
2605.611504444, 1.000103282,
2605.631935858, 1.000102502,
2605.652367472, 1.000165190,
2605.672798986, 1.000088871,
2605.693230401, 1.000084114,
2605.713662015, 1.000523474,
2605.734093529, 1.000171329,
2605.754524944, 1.000087855,
2605.774956558, 1.000055567,
2605.795388073, 1.000153800,
2605.815819487, 1.000160286,
2605.856682617, 1.000065337,
2605.877114231, 1.000099945,
2605.897545646, 1.000085378,
2605.917977161, 1.000161144,
2605.938408776, 1.000215121,
2605.958840191, 1.000221494,
2605.979271706, 1.000174908,
2605.999703321, 1.000484910,
2606.020134736, 1.000295893,
2606.040566251, 1.000230094,
2606.060997866, 1.000217856,
2606.122292411, 0.999944463,
2606.142723927, 1.000090176,
2606.163155442, 1.000125498,
2606.183586957, 1.000172009,
2606.204018473, 1.000098051,
2606.224449988, 1.000071493,
2606.244881504, 1.000284523,
2606.265313019, 1.000136203,
2606.285744535, 1.000122536,
2606.306176051, 1.000158139,
2606.326607567, 1.000120170,
2606.347039082, 1.000269476,
2606.367470598, 1.000114282,
2606.387902014, 1.000280079,
2606.408333630, 1.000125213,
2606.428765146, 0.999967828,
2606.449196762, 0.999855895,
2606.469628178, 0.999894192,
2606.490059694, 0.999992884,
2606.510491311, 1.000059700,
2606.530922727, 1.000238485,
2606.551354243, 1.000265410,
2606.592217276, 1.000317096,
2606.612648792, 1.000146788,
2606.633080409, 1.000281008,
2606.653511926, 1.000118483,
2606.673943342, 1.000072563,
2606.694374959, 1.000214927,
2606.714806476, 1.000406244,
2606.735237992, 1.000259741,
2606.755669509, 1.000166249,
2606.776101026, 1.000033601,
2606.796532643, 1.000171829,
2606.837395577, 1.000075556,
2606.857827195, 1.000551471,
2606.878258612, 1.000177376,
2606.898690129, 1.000215782,
2606.919121746, 1.000051570,
2606.939553164, 1.000128828,
2606.959984681, 1.000191949,
2606.980416299, 1.000153154,
2607.000847716, 1.000124390,
2607.021279334, 1.000212951,
2607.041710752, 1.000031237,
2607.082573887, 1.000251171,
2607.103005305, 1.000176300,
2607.123436823, 1.000237888,
2607.143868441, 1.000300068,
2607.164299959, 1.000264722,
2607.184731377, 1.000048542,
2607.205162995, 1.000119479,
2607.225594513, 1.000167291,
2607.246025932, 1.000169770,
2607.266457550, 1.000174692,
2607.286889069, 1.000224322,
2607.327752106, 1.000533083,
2607.348183624, 1.000177517,
2607.368615243, 1.000416615,
2607.389046662, 1.000489521,
2607.409478180, 1.000173914,
2607.429909799, 0.999865866,
2607.450341218, 0.999866344,
2607.470772737, 1.000122904,
2607.491204356, 1.000278786,
2607.511635776, 1.000410378,
2607.532067295, 1.000225312,
2607.572930333, 1.000151427,
2607.593361953, 1.000360211,
2607.613793472, 1.000459444,
2607.634224992, 1.000368844,
2607.654656511, 1.000165793,
2607.675088031, 1.000369574,
2607.695519551, 1.000282409,
2607.715951071, 1.000252094,
2607.736382591, 1.000273755,
2607.756814011, 1.000296978,
2607.777245631, 1.000231454,
2607.818108771, 1.000311582,
2607.838540191, 1.000480613,
2607.858971711, 1.000209826,
2607.879403332, 1.000416182,
2607.899834752, 1.000223947,
2607.920266273, 1.000339443,
2607.940697893, 1.000400877,
2607.961129314, 1.000455450,
2607.981560835, 1.000806395,
2608.001992456, 1.000370893,
2608.022423877, 1.000217686,
2608.083718440, 1.000243868,
2608.104150061, 1.000171069,
2608.124581582, 1.000375601,
2608.145013103, 1.000216231,
2608.165444625, 1.000377664,
2608.185876146, 1.000277564,
2608.206307668, 1.000289901,
2608.226739190, 1.000219985,
2608.247170711, 1.000259064,
2608.267602233, 1.000430406,
2608.308465277, 1.000251581,
2608.349328421, 1.000300056,
2608.369759843, 1.000068768,
2608.390191465, 0.999967046,
2608.410622988, 0.999997995,
2608.431054410, 1.000201300,
2608.451486033, 1.000234517,
2608.471917555, 1.000388128,
2608.492348978, 1.000287161,
2608.512780601, 1.000245688,
2608.553643546, 1.000370068,
2608.574075169, 1.000373976,
2608.594506592, 1.000209476,
2608.614938216, 1.000380654,
2608.635369739, 1.000265821,
2608.655801262, 1.000366122,
2608.676232785, 1.000460510,
2608.696664309, 1.000364935,
2608.717095832, 1.000305539,
2608.737527356, 1.000189796,
2608.757958880, 1.000411232,
2608.798822027, 1.000340203,
2608.819253451, 1.000375880,
2608.839684976, 1.000367079,
2608.860116600, 1.000257743,
2608.880548024, 1.000454426,
2608.900979648, 1.000308863,
2608.921411173, 1.000265798,
2608.941842597, 1.000482976,
2608.962274222, 1.000379281,
2608.982705746, 1.000233143,
2609.003137171, 1.000465496,
2609.044000321, 1.000404233,
2609.064431746, 1.000345851,
2609.084863371, 1.000374545,
2609.105294896, 1.000412497,
2609.125726421, 1.000392129,
2609.146157947, 1.000317667,
2609.166589472, 1.000387014,
2609.187020997, 1.000315986,
2609.207452523, 1.000308302,
2609.227884049, 1.000444891,
2609.248315575, 1.000305681,
2609.289178626, 1.000397998,
2609.309610153, 1.000314142,
2609.330041679, 1.000067409,
2609.350473205, 1.000093392,
2609.370904831, 1.000094710,
2609.391336258, 1.000183118,
2609.411767884, 1.000410520,
2609.432199411, 1.000365506,
2609.452630837, 1.000256398,
2609.473062464, 1.000282405,
2609.493493991, 1.000430567,
2609.534357045, 1.000382936,
2609.554788572, 1.000449702,
2609.575220000, 1.000339819,
2609.595651627, 1.000518443,
2609.616083154, 1.000620275,
2609.636514682, 1.000361771,
2609.656946210, 1.000504342,
2609.677377737, 1.000395200,
2609.697809365, 1.000405762,
2609.718240793, 1.000415221,
2609.738672321, 1.000384591,
2609.779535477, 1.000477528,
2609.799966906, 1.000566574,
2609.820398534, 1.000417625,
2609.840830063, 1.000501895,
2609.861261491, 1.000458229,
2609.881693120, 1.000433367,
2609.902124549, 1.000650009,
2609.922556178, 1.000382553,
2609.942987707, 1.000377803,
2609.963419136, 1.000419220,
2609.983850765, 1.000416757,
2610.045145353, 1.000393712,
2610.065576883, 1.000481829,
2610.086008313, 1.000517226,
2610.106439942, 1.000357143,
2610.126871472, 1.000461497,
2610.147302902, 1.000514843,
2610.167734532, 1.000405534,
2610.188166063, 1.000445991,
2610.208597693, 1.000440974,
2610.229029123, 1.000381623,
2610.269892284, 1.000466634,
2610.290323715, 1.000119202,
2610.310755246, 0.999968208,
2610.331186877, 1.000019429,
2610.351618408, 1.000467724,
2610.372049839, 1.000389701,
2610.392481470, 1.000248251,
2610.412913002, 1.000498726,
2610.433344633, 1.000491508,
2610.453776065, 1.000323536,
2610.474207596, 1.000379131,
2610.515070660, 1.000476155,
2610.596796789, 1.000486982,
2610.617228321, 1.000299461,
2610.637659854, 1.000475444,
2610.658091486, 1.000428809,
2610.678522919, 1.000432399,
2610.698954452, 1.000421429,
2610.719386085, 1.000405694,
2610.760249051, 1.000455732,
2610.780680684, 1.000592668,
2610.801112118, 1.000278246,
2610.821543651, 1.000472557,
2610.841975285, 1.000397330,
2610.862406819, 1.000454258,
2610.882838252, 1.000632945,
2610.903269886, 1.000429216,
2610.923701420, 1.000407903,
2610.944132955, 1.000484770,
2610.964564489, 1.000412166,
2611.005427658, 1.000393126,
2611.025859092, 1.000407205,
2611.046290627, 1.000391610,
2611.066722262, 1.000427094,
2611.087153697, 1.000406435,
2611.107585232, 1.000350418,
2611.128016867, 1.000574538,
2611.148448303, 1.000344853,
2611.168879938, 1.000422653,
2611.189311474, 1.000413444,
2611.209742909, 1.000479732,
2611.250606081, 1.000066106,
2611.271037617, 1.000062829,
2611.291469153, 1.000088088,
2611.311900589, 1.000334381,
2611.332332226, 1.000443105,
2611.352763762, 1.000490421,
2611.373195299, 1.000524212,
2611.393626835, 1.000316020,
2611.414058372, 1.000390495,
2611.434489909, 1.000666078,
2611.454921446, 1.000418149,
2611.495784521, 1.000448930,
2611.516216158, 1.000490833,
2611.536647596, 1.000384224,
2611.557079134, 1.000352581,
2611.577510771, 1.000509918,
2611.597942209, 1.000416687,
2611.618373847, 1.000522612,
2611.638805385, 1.000560904,
2611.659236824, 1.000536658,
2611.679668462, 1.000590980,
2611.700100001, 1.000534386,
2611.740963078, 1.000452563,
2611.761394617, 1.000373459,
2611.781826056, 1.000443989,
2611.802257695, 1.000393317,
2611.822689234, 1.000567295,
2611.843120774, 1.000512210,
2611.863552313, 1.000515723,
2611.883983853, 1.000548237,
2611.904415493, 1.000375492,
2611.924846932, 1.000533573,
2611.945278472, 1.000483394,
2612.006573093, 1.000395580,
2612.027004734, 1.000326598,
2612.047436174, 1.000628733,
2612.067867715, 1.000327939,
2612.088299356, 1.000201141,
2612.108730797, 1.000553567,
2612.129162438, 1.000394005,
2612.149593980, 1.000393196,
2612.170025421, 1.000453101,
2612.190457062, 1.000407657,
2612.231320046, 0.999985276,
2612.251751688, 1.000179249,
2612.272183230, 1.000337282,
2612.292614672, 1.000356152,
2612.313046314, 1.000251467,
2612.333477857, 1.000577608,
2612.353909499, 1.000403785,
2612.374340942, 1.000476248,
2612.394772485, 1.000472612,
2612.415204128, 1.000436959,
2612.435635571, 1.000436403,
2612.476498758, 1.000621029,
2612.496930301, 1.000363793,
2612.517361745, 1.000363271,
2612.537793388, 1.000428689,
2612.558224932, 1.000504043,
2612.578656476, 1.000530517,
2612.599088021, 1.000511128,
2612.619519565, 1.000462558,
2612.639951109, 1.000432220,
2612.660382654, 1.000455692,
2612.680814199, 1.000401253,
2612.721677288, 1.000422181,
2612.742108834, 1.000404755,
2612.762540379, 1.000473414,
2612.782971924, 1.000501142,
2612.803403570, 1.000425259,
2612.823835015, 1.000464191,
2612.844266561, 1.000480559,
2612.864698207, 1.000627437,
2612.885129653, 1.000376621,
2612.905561199, 1.000416719,
2612.925992846, 1.000605608,
2612.966855839, 1.000423403,
2612.987287486, 1.000439432,
2613.007718932, 1.000457450,
2613.028150579, 1.000479081,
2613.048582127, 1.000600774,
2613.069013674, 1.000567035,
2613.089445221, 1.000551794,
2613.109876769, 1.000406523,
2613.130308317, 1.000467903,
2613.150739965, 1.000587771,
2613.171171413, 1.000160964,
2613.191602961, 1.000215079,
2613.212034609, 1.000227454,
2613.232466058, 1.000366607,
2613.252897706, 1.000369409,
2613.273329255, 1.000410177,
2613.293760704, 1.000365397,
2613.314192353, 1.000469330,
2613.334623902, 1.000351484,
2613.355055351, 1.000400248,
2613.375487001, 1.000247984,
2613.395918450, 1.002072235,
2613.416350000, 0.998924119,
2613.457213100, 1.000433557,
2613.477644750, 1.000483845,
2613.498076301, 1.000613650,
2613.518507851, 1.000471582,
2613.538939402, 1.000343236,
2613.559370952, 1.000562414,
2613.579802503, 1.000675071,
2613.600234054, 1.000472767,
2613.620665606, 1.000469152,
2613.641097157, 1.000491425,
2613.661528809, 1.000393600,
2613.702391912, 1.000549712,
2613.722823464, 1.000645015,
2613.743254916, 1.000423564,
2613.763686568, 1.000464852,
2613.784118121, 1.000474141,
2613.804549573, 1.000489538,
2613.824981226, 1.000419152,
2613.845412779, 1.000438624,
2613.865844232, 0.999757523,
2613.886275885, 1.001475503,
2613.906707438, 0.999045439,
2613.947570545, 1.000426190,
2613.968002099, 1.000462741,
2613.988433753, 1.000449023,
2614.008865207, 1.000419896,
2614.029296761, 1.000414817,
2614.049728316, 1.000210603,
2614.070159870, 1.000386155,
2614.090591425, 1.000372526,
2614.111023080, 1.000506456,
2614.131454535, 1.000264751,
2614.151886190, 0.999974981,
2614.192749200, 1.000357047,
2614.213180856, 1.000447497,
2614.233612412, 1.000396246,
2614.254043868, 1.000339561,
2614.274475524, 1.000484850,
2614.294907080, 1.000167179,
2614.315338536, 1.000386546,
2614.335770193, 1.000627007,
2614.356201750, 1.000466435,
2614.376633406, 1.000370416,
2614.397064863, 1.000408567,
2614.437928078, 1.000428241,
2614.458359535, 1.000444446,
2614.478791093, 1.000490768,
2614.499222751, 1.000262220,
2614.519654209, 1.000394245,
2614.540085767, 1.000608960,
2614.560517425, 1.000490989,
2614.580948884, 1.000368551,
2614.601380542, 1.000387649,
2614.621812101, 1.000490624,
2614.642243560, 1.000476701,
2614.683106778, 1.000470924,
2614.703538338, 1.000448728,
2614.723969897, 1.000499642,
2614.744401457, 1.000528204,
2614.764833017, 1.000672859,
2614.785264577, 1.000282942,
2614.805696137, 1.000428015,
2614.826127697, 1.000647189,
2614.846559258, 1.000529902,
2614.887422480, 1.000393396,
2614.928285502, 1.000462679,
2614.948717163, 1.000431702,
2614.969148625, 1.000569938,
2614.989580186, 1.000454981,
2615.010011848, 1.000581926,
2615.030443310, 1.000450909,
2615.050874972, 1.000406165,
2615.071306535, 1.000580151,
2615.091737997, 1.000208526,
2615.112169660, 1.000161576,
2615.132601223, 1.000149683,
2615.173464349, 1.000810249,
2615.193895913, 1.000209032,
2615.214327476, 1.000398520,
2615.234759040, 1.000614004,
2615.255190604, 1.000491873,
2615.275622268, 1.000461904,
2615.296053732, 1.000445770,
2615.316485296, 1.000501556,
2615.336916961, 1.000465811,
2615.357348525, 1.000423409,
2615.377779990, 1.000534441,
2615.418643221, 1.000586937,
2615.439074686, 1.000659723,
2615.459506352, 1.000487450,
2615.479937917, 1.000474205,
2615.500369483, 1.000470903,
2615.520801049, 1.000475310,
2615.541232516, 1.000479688,
2615.561664182, 1.000445030,
2615.582095749, 0.996884467,
2615.602527215, 0.998066027,
2615.622958882, 1.002196497,
2615.663821917, 1.000449934,
2615.684253584, 1.000560969,
2615.704685152, 1.000562666,
2615.725116820, 1.000512203,
2615.745548288, 1.000438655,
2615.765979856, 1.000461685,
2615.786411524, 1.000521943,
2615.806842993, 1.000440791,
2615.827274561, 1.001906525,
2615.847706230, 1.000898174,
2615.909000938, 1.000509074,
2615.929432508, 1.000365154,
2615.949864077, 1.000548569,
2615.970295647, 1.000482128,
2615.990727217, 1.000285747,
2616.011158888, 1.000388803,
2616.031590358, 1.000506532,
2616.052021929, 1.000230693,
2616.072453600, 1.000065240,
2616.092885071, 1.000102724,
2616.113316642, 1.000489696,
2616.154179785, 1.000461532,
2616.174611456, 1.000658649,
2616.195042928, 1.000152720,
2616.215474500, 1.000381755,
2616.235906173, 1.000652199,
2616.256337645, 1.000482452,
2616.276769218, 1.000558938,
2616.297200891, 1.000501207,
2616.317632364, 1.000474124,
2616.338064037, 1.000526504,
2616.358495610, 1.000508419,
2616.399358757, 1.000472568,
2616.419790331, 1.000555509,
2616.440221906, 1.000724650,
2616.460653480, 1.000412499,
2616.481085054, 1.000575234,
2616.501516629, 1.000664448,
2616.521948304, 1.000443430,
2616.542379779, 1.000474533,
2616.562811454, 1.000520014,
2616.583243029, 1.000477198,
2616.603674505, 1.000480390,
2616.644537757, 1.000575506,
2616.664969233, 1.000452478,
2616.685400909, 1.000376843,
2616.705832486, 1.000491855,
2616.726263962, 1.000513089,
2616.746695639, 1.000503578,
2616.767127216, 1.000642163,
2616.787558794, 1.000460617,
2616.807990371, 1.000523043,
2616.828421949, 1.000520849,
2616.848853627, 1.000472299,
2616.889716683, 1.000465829,
2616.910148261, 1.000509183,
2616.930579840, 1.000537923,
2616.951011419, 1.000491719,
2616.971442998, 1.000844578,
2616.991874577, 1.000547900,
2617.012306256, 1.000324472,
2617.032737736, 1.000376082,
2617.053169315, 1.000243301,
2617.073600995, 1.000567830,
2617.094032576, 1.000498717,
2617.134895736, 1.000608541,
2617.155327317, 1.000617221,
2617.175758798, 1.000611924,
2617.196190479, 1.000559708,
2617.216622060, 1.000594124,
2617.237053742, 1.000636370,
2617.257485224, 1.000547488,
2617.277916805, 1.000453533,
2617.298348487, 1.000776372,
2617.318779970, 1.003154210,
2617.339211552, 1.004438981,
2617.380074718, 1.000566051,
2617.400506301, 1.000608937,
2617.420937984, 1.000552753,
2617.441369467, 1.000497717,
2617.461801151, 1.000544273,
2617.482232735, 1.000654563,
2617.502664219, 1.000651503,
2617.523095903, 1.000496795,
2617.543527488, 1.000585332,
2617.563959072, 1.000745999,
2617.584390657, 1.000760341,
2617.625253727, 1.000779565,
2617.645685413, 1.000596250,
2617.666116998, 1.000535753,
2617.686548584, 1.000624024,
2617.706980170, 1.000656645,
2617.727411756, 1.000563198,
2617.747843443, 1.000798927,
2617.768274929, 1.000680855,
2617.788706516, 1.000562646,
2617.809138203, 1.000619957,
2617.829569691, 1.000723858,
2617.870432966, 1.000485745,
2617.890864453, 1.000583033,
2617.911296141, 1.000596713,
2617.931727730, 1.000562694,
2617.952159218, 1.000503205,
2617.972590907, 1.000241012,
2617.993022496, 1.000161928,
2618.013454085, 1.000289195,
2618.033885674, 1.000674864,
2618.054317264, 1.000695540,
2618.074748953, 1.000608790,
2618.095180443, 1.000538416,
2618.115612033, 1.000389988,
2618.136043723, 1.000792964,
2618.156475314, 1.000490403,
2618.176906805, 1.000530443,
2618.197338496, 1.000730982,
2618.217770087, 1.000354419,
2618.238201578, 1.000303945,
2618.258633269, 1.000649507,
2618.279064761, 1.000437860,
2618.299496453, 1.000490466,
2618.319928045, 1.000533159,
2618.360791230, 1.000664604,
2618.381222823, 1.000519497,
2618.401654316, 1.000456402,
2618.422086009, 1.000589814,
2618.442517603, 1.000479632,
2618.462949096, 1.000550952,
2618.483380790, 1.000455921,
2618.503812384, 1.000515319,
2618.524244078, 1.000547372,
2618.544675573, 1.000513413,
2618.565107167, 1.000450143,
2618.605970357, 1.000560021,
2618.626401953, 1.000588376,
2618.646833648, 1.000726302,
2618.667265144, 1.000486812,
2618.687696740, 1.000572199,
2618.708128436, 1.000554018,
2618.728560032, 1.000693914,
2618.748991629, 1.000608877,
2618.769423226, 1.000767234,
2618.789854823, 1.000446744,
2618.810286420, 1.000579750,
2618.851149615, 1.000558477,
2618.871581313, 1.000550063,
2618.892012811, 1.000537122,
2618.912444409, 1.000663705,
2618.932876008, 1.000139932,
2618.953307607, 1.000217818,
2618.973739306, 1.000300757,
2618.994170805, 1.000677182,
2619.014602404, 1.000678492,
2619.035034104, 1.000535540,
2619.055465604, 1.000465611,
2619.096328904, 1.000795685,
2619.116760404, 1.000619043,
2619.137192105, 1.000680034,
2619.157623706, 1.000699637,
2619.178055207, 1.000517530,
2619.198486908, 1.000537122,
2619.218918510, 1.000600638,
2619.239350112, 1.000598075,
2619.259781714, 1.000520774,
2619.280213316, 1.000629709,
2619.300644918, 1.000665360,
2619.341508124, 1.000749394,
2619.361939827, 1.000470167,
2619.382371430, 1.000590271,
2619.402802934, 1.000622199,
2619.423234638, 1.000610350,
2619.443666242, 1.000612777,
2619.464097746, 1.000773949,
2619.484529450, 1.000371153,
2619.504961055, 1.000638372,
2619.525392560, 1.000636263,
2619.545824265, 1.000551908,
2619.586687576, 1.000864431,
2619.607119082, 1.000449538,
2619.627550688, 1.000659878,
2619.647982294, 1.000961402,
2619.668413900, 1.000376861,
2619.688845407, 1.000643927,
2619.709277114, 1.000664247,
2619.729708721, 1.000576301,
2619.750140228, 1.000617870,
2619.770571936, 1.000783159,
2619.791003544, 1.000532839,
2619.831866760, 1.000614446,
2619.852298369, 1.000415544,
2619.872730077, 1.000200540,
2619.893161686, 1.000416199,
2619.913593195, 1.000209789,
2619.934024905, 1.000244843,
2619.954456514, 1.000655780,
2619.974888024, 1.000306775,
2619.995319734, 1.000423430,
2620.015751345, 1.000734174,
2620.036183055, 1.000435102,
2620.077046177, 1.000624013,
2620.097477888, 1.000469975,
2620.117909400, 1.000491638,
2620.138341011, 1.000568251,
2620.158772723, 1.000507401,
2620.179204235, 1.000478051,
2620.199635948, 1.000546035,
2620.220067561, 1.000479566,
2620.240499073, 1.000524772,
2620.260930786, 1.000516194,
2620.281362400, 1.000494083,
2620.301793913, 1.000567424,
2620.322225627, 1.000536823,
2620.342657241, 1.000619791,
2620.363088855, 1.000457995,
2620.383520470, 1.000563595,
2620.403952085, 1.000507195,
2620.424383700, 1.000461129,
2620.444815315, 1.000553133,
2620.465246930, 1.000461092,
2620.485678546, 1.000577996,
2620.506110162, 1.000371069,
2620.526541778, 1.000574488,
2620.567405011, 1.000511430,
2620.587836628, 1.000539808,
2620.608268345, 1.000601394,
2620.628699862, 1.000502800,
2620.649131580, 1.000561360,
2620.669563197, 1.000534703,
2620.689994716, 1.000521262,
2620.710426434, 1.000504323,
2620.730858052, 1.000863320,
2620.751289571, 1.000476504,
2620.771721290, 1.000571866,
2620.812584429, 1.000581877,
2620.833016148, 1.000460958,
2620.853447768, 1.000250771,
2620.873879489, 1.000194563,
2620.894311009, 1.000258395,
2620.914742630, 1.000688605,
2620.935174351, 1.000486269,
2620.955605872, 1.000656195,
2620.976037493, 1.000782384,
2620.996469215, 1.000566353,
2621.016900737, 1.000687581,
2621.057763981, 1.000570386,
2621.078195604, 1.000534658,
2621.098627326, 1.000576801,
2621.119058950, 1.000533618,
2621.139490473, 1.000607123,
2621.159922197, 1.000516933,
2621.180353820, 1.000513329,
2621.200785344, 1.000592828,
2621.221217069, 1.000567275,
2621.241648693, 1.000494945,
2621.262080418, 1.000798700,
2621.302943568, 1.000501836,
2621.323375294, 1.000547387,
2621.343806820, 1.000514883,
2621.364238446, 1.000547670,
2621.384670172, 1.000584025,
2621.405101698, 1.000527642,
2621.425533325, 1.000666601,
2621.445965052, 1.000500723,
2621.466396579, 1.000397782,
2621.486828307, 1.000880596,
2621.507259935, 1.000487338,
2621.548123191, 1.000658510,
2621.568554820, 1.000396411,
2621.588986448, 0.999798022,
2621.609418077, 0.999539430,
2621.629849706, 0.999560485,
2621.650281336, 0.999530027,
2621.670713066, 0.999439997,
2621.691144596, 0.999480661,
2621.711576226, 0.999649590,
2621.732007956, 0.999745339,
2621.752439487, 0.999740854,
2621.793302750, 1.000444268,
2621.813734381, 1.000128640,
2621.834166113, 1.000154216,
2621.854597645, 1.000181722,
2621.875029377, 1.000443794,
2621.895461009, 1.000586535,
2621.915892542, 1.000544001,
2621.936324275, 1.000584382,
2621.956755909, 1.000453825,
2621.977187442, 1.000385343,
2621.997619176, 1.000695215,
2622.038482344, 1.000459062,
2622.058914079, 1.000570223,
2622.079345714, 1.000541457,
2622.099777449, 1.000533533,
2622.120208984, 1.000533821,
2622.140640619, 1.000519747,
2622.161072355, 1.000597844,
2622.181503891, 1.000562421,
2622.201935528, 1.000632464,
2622.222367264, 1.000494498,
2622.242798901, 1.000399131,
2622.263230538, 1.000432258,
2622.283662176, 1.000431606,
2622.304093813, 1.000577920,
2622.324525451, 1.000582544,
2622.344957089, 1.000347081,
2622.365388728, 1.000579380,
2622.385820366, 1.000675261,
2622.406252005, 1.000517394,
2622.426683544, 1.000589866,
2622.447115284, 1.000534860,
2622.467546924, 1.000490301,
2622.487978663, 1.000483126,
2622.528841844, 1.000349746,
2622.549273585, 1.000423908,
2622.569705126, 1.000512912,
2622.590136767, 1.000446782,
2622.610568509, 1.000450644,
2622.631000050, 1.000606342,
2622.651431692, 1.000590102,
2622.671863435, 1.000607134,
2622.692294977, 1.000571346,
2622.712726720, 1.000526581,
2622.733158363, 1.000509210,
2622.774021650, 1.000374701,
2622.794453294, 1.000067470,
2622.814884938, 1.000231523,
2622.835316583, 1.000567658,
2622.855748227, 1.000575038,
2622.876179972, 1.000507575,
2622.896611617, 1.000716139,
2622.917043163, 1.000578690,
2622.937474909, 1.000589438,
2622.957906555, 1.000503054,
2622.978338101, 1.000450107,
2623.019201494, 1.000432751,
2623.039633041, 1.000463809,
2623.060064789, 1.000670121,
2623.080496436, 1.000480876,
2623.100928084, 1.000594564,
2623.121359732, 1.000474485,
2623.141791381, 1.000307420,
