BJD - 2454833, Corrected Flux
2581.114065495, 0.999751575,
2581.134497257, 0.999740998,
2581.154928918, 0.999772598,
2581.175360579, 0.999826976,
2581.195792140, 0.999780664,
2581.216223901, 0.999802761,
2581.236655561, 0.999746630,
2581.257087121, 0.999718349,
2581.277518881, 0.999754847,
2581.297950540, 0.999754715,
2581.318382099, 0.999728566,
2581.338813858, 0.999762285,
2581.359245516, 0.999769210,
2581.379677275, 0.999789040,
2581.400108833, 0.999757972,
2581.420540490, 0.999717273,
2581.440972248, 0.999740280,
2581.461403805, 0.999720426,
2581.481835462, 0.999769228,
2581.502267218, 0.999521806,
2581.522698775, 0.999427926,
2581.543130431, 0.999540329,
2581.583993742, 0.999702186,
2581.604425397, 0.999818039,
2581.624857152, 0.999733875,
2581.645288807, 0.999767173,
2581.665720361, 0.999832345,
2581.686152115, 0.999720387,
2581.706583769, 0.999804008,
2581.727015322, 0.999701729,
2581.747447076, 0.999788718,
2581.767878729, 0.999752646,
2581.788310281, 0.999774524,
2581.808742034, 0.999735288,
2581.829173586, 0.999776361,
2581.849605238, 0.999786422,
2581.870036989, 0.999729430,
2581.890468641, 0.999785992,
2581.910900192, 0.999774782,
2581.931331943, 0.999807328,
2581.951763493, 0.999868100,
2581.972195243, 0.999857246,
2581.992626893, 0.999826728,
2582.013058543, 0.999882898,
2582.033490193, 0.999886472,
2582.074353491, 0.999839240,
2582.094785139, 0.999778966,
2582.115216788, 0.999751155,
2582.135648436, 0.999730125,
2582.156080084, 0.999723132,
2582.176511731, 0.999774759,
2582.196943378, 0.999782747,
2582.217375125, 0.999747416,
2582.237806672, 0.999810393,
2582.258238318, 0.999790712,
2582.278670064, 0.999775426,
2582.319533256, 0.999700302,
2582.339965002, 0.999831374,
2582.360396547, 0.999667813,
2582.380828191, 0.999689071,
2582.401259936, 0.999808010,
2582.421691480, 0.999870196,
2582.442123124, 0.999821030,
2582.462554868, 0.999555608,
2582.482986512, 0.999557885,
2582.503418055, 0.999603709,
2582.523849798, 0.999744245,
2582.564713083, 0.999789552,
2582.585144725, 0.999729269,
2582.605576367, 0.999749248,
2582.626008009, 0.999795267,
2582.646439650, 0.999735718,
2582.666871191, 0.999743310,
2582.687302932, 0.999778435,
2582.707734573, 0.999719876,
2582.728166113, 0.999724404,
2582.748597853, 0.999756229,
2582.769029493, 0.999863508,
2582.809892772, 0.999784635,
2582.830324411, 0.999751520,
2582.850756050, 0.999718239,
2582.871187688, 0.999749501,
2582.891619326, 0.999680341,
2582.912050964, 0.999688591,
2582.932482602, 0.999723119,
2582.952914240, 0.999710959,
2582.973345877, 0.999716407,
2582.993777514, 0.999697155,
2583.014209150, 0.999752202,
2583.034640787, 0.999715857,
2583.055072523, 0.999733489,
2583.075504059, 0.999704678,
2583.095935694, 0.999725347,
2583.116367430, 0.999708757,
2583.136798965, 0.999704361,
2583.157230700, 0.999655819,
2583.177662334, 0.999714000,
2583.198093869, 0.999738737,
2583.218525603, 0.999744125,
2583.238957237, 0.999681353,
2583.259388770, 0.999628052,
2583.300252137, 0.999850110,
2583.320683770, 0.999697312,
2583.341115402, 0.999656200,
2583.361547034, 0.999709320,
2583.381978566, 0.999656849,
2583.402410298, 0.999751189,
2583.422841930, 0.999427476,
2583.443273461, 0.999300484,
2583.463705192, 0.999369259,
2583.484136823, 0.999603281,
2583.504568353, 0.999710904,
2583.525000083, 0.999670742,
2583.545431714, 0.999724312,
2583.565863243, 0.999676104,
2583.586294973, 0.999700744,
2583.606726602, 0.999661613,
2583.627158131, 0.999628369,
2583.647589860, 0.999652594,
2583.668021489, 0.999608946,
2583.688453117, 0.999628093,
2583.708884745, 0.999636807,
2583.729316373, 0.999562272,
2583.749748100, 0.999648635,
2583.790611254, 0.999674559,
2583.811042981, 0.999518750,
2583.831474507, 0.999729353,
2583.851906134, 0.999698447,
2583.872337860, 0.999566439,
2583.892769485, 0.999694355,
2583.913201011, 0.999596508,
2583.933632736, 0.999650833,
2583.954064361, 0.999649803,
2583.974495886, 0.999562551,
2583.994927610, 0.999627779,
2584.015359235, 0.999644384,
2584.035790759, 0.999659427,
2584.056222483, 0.999692453,
2584.076654106, 0.999586976,
2584.097085629, 0.999661044,
2584.117517352, 0.999585808,
2584.137948975, 0.999663725,
2584.158380498, 0.999665735,
2584.178812220, 0.999660417,
2584.199243742, 0.999708328,
2584.219675364, 0.999710188,
2584.240107085, 0.999659309,
2584.280970228, 0.999770088,
2584.301401949, 0.999531382,
2584.321833569, 0.999604978,
2584.342265190, 0.999709792,
2584.362696810, 0.999635419,
2584.383128430, 0.999314193,
2584.403560149, 0.999220524,
2584.423991669, 0.999319659,
2584.444423288, 0.999554022,
2584.464855007, 0.999620315,
2584.485286526, 0.999662817,
2584.526149862, 0.999475698,
2584.546581380, 0.999555256,
2584.567012998, 0.999739203,
2584.587444715, 0.999742542,
2584.607876232, 0.999638471,
2584.628307849, 0.999505423,
2584.648739566, 0.999565642,
2584.669171083, 0.999777984,
2584.689602699, 0.999721529,
2584.710034415, 0.999632339,
2584.730466031, 0.999577753,
2584.750897546, 0.999679090,
2584.771329262, 0.999591091,
2584.791760877, 0.999599799,
2584.812192391, 0.999642004,
2584.832624106, 0.999659744,
2584.853055720, 0.999597253,
2584.873487235, 0.999622548,
2584.893918948, 0.999608296,
2584.914350462, 0.999611928,
2584.934782176, 0.999599954,
2584.955213789, 0.999634240,
2584.975645302, 0.999628215,
2584.996077014, 0.999647310,
2585.016508627, 0.999625325,
2585.036940139, 0.999627682,
2585.057371851, 0.999633966,
2585.077803463, 0.999652862,
2585.098235075, 0.999612821,
2585.118666686, 0.999647222,
2585.139098297, 0.999638906,
2585.159529908, 0.999628881,
2585.179961518, 0.999625889,
2585.200393129, 0.999803414,
2585.220824739, 1.000134582,
2585.261687959, 0.999601627,
2585.282119568, 0.999660199,
2585.302551277, 0.999613124,
2585.322982786, 0.999594247,
2585.343414395, 0.999306743,
2585.363846104, 0.999264382,
2585.384277612, 0.999303831,
2585.404709220, 0.999566055,
2585.425140928, 0.999617656,
2585.445572436, 0.999733098,
2585.466004043, 0.999869779,
2585.506867257, 0.999741085,
2585.527298964, 0.999727567,
2585.547730570, 0.999625240,
2585.568162177, 0.999495414,
2585.588593783, 0.999621188,
2585.609025388, 0.999702857,
2585.629456894, 0.999715591,
2585.649888599, 0.999636056,
2585.670320204, 0.999612020,
2585.690751710, 0.999585435,
2585.711183414, 0.999550663,
2585.731615019, 0.999620502,
2585.752046523, 0.999615030,
2585.772478227, 0.999565076,
2585.792909831, 0.999622301,
2585.813341334, 0.999594405,
2585.833773038, 0.999594191,
2585.854204641, 0.999660306,
2585.874636144, 0.999633130,
2585.895067846, 0.999628525,
2585.915499449, 0.999621012,
2585.935931051, 0.999600389,
2585.956362653, 0.999587680,
2585.976794255, 0.999683088,
2585.997225856, 0.999584991,
2586.017657458, 0.999564815,
2586.038089059, 0.999569572,
2586.058520760, 0.999588170,
2586.078952360, 0.999604147,
2586.099383861, 0.999606414,
2586.119815561, 0.999548362,
2586.140247161, 0.999577996,
2586.160678661, 0.999598235,
2586.181110360, 0.999733519,
2586.201541960, 0.999614848,
2586.242405158, 0.999667823,
2586.262836757, 0.999425194,
2586.283268255, 0.999500352,
2586.303699953, 0.999452402,
2586.324131551, 0.999226865,
2586.344563049, 0.999289262,
2586.364994747, 0.999580894,
2586.385426344, 0.999619652,
2586.405857941, 0.999624516,
2586.426289538, 0.999628023,
2586.446721135, 0.999590673,
2586.487584328, 0.999540778,
2586.508015924, 0.999650974,
2586.528447420, 0.999535153,
2586.548879116, 0.999540829,
2586.569310711, 0.999606531,
2586.589742406, 0.999592196,
2586.610173901, 0.999596256,
2586.630605496, 0.999596367,
2586.651037191, 0.999646404,
2586.671468685, 0.999629239,
2586.691900280, 0.999561946,
2586.712331973, 0.999613015,
2586.732763467, 0.999671355,
2586.753195061, 0.999633696,
2586.773626754, 0.999583724,
2586.794058247, 0.999549481,
2586.814489840, 0.999556061,
2586.834921533, 0.999564768,
2586.855353025, 0.999593402,
2586.875784618, 0.999571460,
2586.896216310, 0.999630442,
2586.916647902, 0.999599335,
2586.937079393, 0.999560088,
2586.957511085, 0.999669734,
2586.977942676, 0.999601924,
2586.998374167, 0.999607781,
2587.018805858, 0.999577642,
2587.039237448, 0.999545289,
2587.059668939, 0.999640917,
2587.080100629, 0.999597238,
2587.100532219, 0.999660774,
2587.120963809, 0.999626454,
2587.141395399, 0.999592335,
2587.161826888, 0.999603876,
2587.182258577, 0.999624515,
2588.449016914, 0.999556385,
2588.469448391, 0.999592142,
2588.489880067, 0.999652183,
2588.510311644, 0.999908127,
2588.530743120, 0.999912743,
2588.551174796, 0.999694206,
2588.571606372, 0.999539160,
2588.592037947, 0.999634553,
2588.612469522, 0.999712884,
2588.632901098, 0.999737830,
2588.653332673, 0.999659729,
2588.673764248, 0.999710007,
2588.694195822, 0.999685969,
2588.714627397, 0.999635456,
2588.735058971, 0.999620397,
2588.755490545, 0.999612561,
2588.775922219, 0.999648107,
2588.796353693, 0.999692974,
2588.816785266, 0.999705266,
2588.837216940, 0.999712582,
2588.857648413, 0.999664550,
2588.878079986, 0.999720730,
2588.898511659, 0.999646704,
2588.918943131, 0.999734020,
2588.939374704, 0.999715350,
2588.959806376, 0.999709055,
2588.980237848, 0.999801986,
2589.000669420, 0.999732999,
2589.021101092, 0.999659512,
2589.041532563, 0.999708759,
2589.061964134, 0.999709309,
2589.082395806, 0.999734961,
2589.102827377, 0.999788777,
2589.123258848, 0.999768898,
2589.143690518, 0.999589002,
2589.184553659, 0.999385005,
2589.204985229, 0.999331997,
2589.225416799, 0.999329750,
2589.245848468, 0.999693238,
2589.266279938, 0.999659475,
2589.286711507, 0.999722542,
2589.307143177, 0.999732852,
2589.327574646, 0.999762481,
2589.348006214, 0.999691124,
2589.368437783, 0.999715824,
2589.388869352, 0.999778960,
2589.429732488, 0.999736366,
2589.450164056, 0.999578337,
2589.470595624, 0.999678799,
2589.491027191, 0.999877103,
2589.511458759, 0.999876700,
2589.531890326, 0.999606081,
2589.552321893, 0.999554897,
2589.572753460, 0.999681793,
2589.593185027, 0.999725248,
2589.613616693, 0.999716049,
2589.634048159, 0.999661346,
2589.654479726, 0.999674633,
2589.674911392, 0.999706366,
2589.695342858, 0.999673135,
2589.715774523, 0.999700165,
2589.736206089, 0.999634331,
2589.756637554, 0.999627453,
2589.777069219, 0.999703905,
2589.797500784, 0.999640409,
2589.817932249, 0.999708468,
2589.838363914, 0.999705623,
2589.858795478, 0.999682726,
2589.879226943, 0.999771863,
2589.899658607, 0.999676700,
2589.920090171, 0.999730096,
2589.940521734, 0.999698424,
2589.960953298, 0.999715138,
2589.981384862, 0.999673022,
2590.001816425, 0.999675081,
2590.022247988, 0.999764325,
2590.042679551, 0.999666912,
2590.063111114, 0.999623044,
2590.083542776, 0.999637016,
2590.103974239, 0.999723279,
2590.124405801, 0.999531989,
2590.165268925, 0.999811336,
2590.185700587, 0.999526896,
2590.206132049, 0.999632015,
2590.226563610, 0.999575158,
2590.246995271, 0.999888884,
2590.267426732, 0.999840814,
2590.287858293, 0.999600185,
2590.308289954, 0.999626268,
2590.328721415, 0.999776331,
2590.349152975, 0.999730555,
2590.369584635, 0.999633491,
2590.410447655, 0.999639242,
2590.430879315, 0.999650934,
2590.451310875, 0.999656390,
2590.471742334, 0.999660003,
2590.492173994, 0.999686567,
2590.512605553, 0.999610578,
2590.533037012, 0.999632109,
2590.553468671, 0.999661409,
2590.573900229, 0.999647101,
2590.594331688, 0.999651650,
2590.614763346, 0.999671464,
2590.635194904, 0.999676014,
2590.655626562, 0.999672209,
2590.676058020, 0.999651429,
2590.696489578, 0.999674759,
2590.716921235, 0.999716121,
2590.737352693, 0.999702942,
2590.757784250, 0.999691572,
2590.778215907, 0.999656209,
2590.798647364, 0.999687002,
2590.819078921, 0.999625845,
2590.839510577, 0.999667698,
2590.859942034, 0.999665974,
2590.880373590, 0.999649390,
2590.900805146, 0.999617156,
2590.921236802, 0.999626482,
2590.941668258, 0.999651510,
2590.962099913, 0.999609649,
2590.982531369, 0.999618270,
2591.002962924, 0.999685963,
2591.023394580, 0.999689509,
2591.043826035, 0.999679878,
2591.064257589, 0.999690196,
2591.084689244, 0.999602382,
2591.105120699, 0.999369129,
2591.391162546, 0.999736048,
2591.411594099, 0.999721237,
2591.432025751, 0.999709961,
2591.452457203, 0.999706273,
2591.472888754, 0.999695010,
2591.493320406, 0.999679707,
2591.513751858, 0.999713471,
2591.534183409, 0.999724784,
2591.554615060, 0.999678073,
2591.575046511, 0.999684434,
2591.595478162, 0.999616386,
2591.615909613, 0.999738525,
2591.636341164, 0.999662244,
2591.656772814, 0.999690522,
2591.677204365, 0.999625791,
2591.697635815, 0.999631726,
2591.738498915, 0.998970509,
2591.758930464, 0.998762065,
2591.779362114, 0.998644083,
2591.799793664, 0.998616367,
2591.820225113, 0.998558618,
2591.840656762, 0.998602836,
2591.881519760, 0.998641814,
2591.901951409, 0.998728470,
2591.922382957, 0.999327739,
2591.942814406, 0.999653799,
2591.963246054, 0.999756608,
2591.983677602, 0.999871493,
2592.004109050, 0.999937978,
2592.024540698, 0.999858082,
2592.044972246, 0.999721771,
2592.065403893, 0.999433110,
2592.085835341, 0.999391633,
2592.106266888, 0.999469738,
2592.126698535, 0.999617839,
2592.147129982, 0.999620029,
2592.167561529, 0.999616717,
2592.187993176, 0.999636286,
2592.208424623, 0.999709681,
2592.228856169, 0.999713220,
2592.249287815, 0.999683827,
2592.269719362, 0.999727736,
2592.290150808, 0.999720935,
2592.310582454, 0.999784716,
2592.331013999, 0.999761231,
2592.371877091, 0.999786925,
2592.392308636, 0.999755649,
2592.412740081, 0.999674017,
2592.433171726, 0.999694300,
2592.453603171, 0.999722459,
2592.474034816, 0.999745911,
2592.494466361, 0.999770206,
2592.514897805, 0.999662945,
2592.535329450, 0.999681909,
2592.555760994, 0.999671926,
2592.576192438, 0.999741139,
2592.617055626, 0.999739169,
2592.637487170, 0.999723181,
2592.657918713, 0.999649852,
2592.678350257, 0.999724757,
2592.698781800, 0.999686790,
2592.719213343, 0.999668875,
2592.739644886, 0.999710451,
2592.760076429, 0.999709810,
2592.780507972, 0.999749665,
2592.800939515, 0.999750760,
2592.821371057, 0.999740890,
2592.841802700, 0.999712142,
2592.862234142, 0.999750436,
2592.882665684, 0.999760669,
2592.903097326, 0.999795284,
2592.923528768, 0.999771597,
2592.943960410, 0.999763731,
2592.964391952, 0.999788716,
2592.984823393, 0.999749276,
2593.005255034, 0.999641371,
2593.025686576, 0.999339037,
2593.046118017, 0.999334608,
2593.066549658, 0.999418819,
2593.086981199, 0.999742746,
2593.107412739, 0.999727081,
2593.127844280, 0.999672277,
2593.148275720, 0.999681679,
2593.168707261, 0.999710786,
2593.189138901, 0.999713015,
2593.209570441, 0.999693018,
2593.230001881, 0.999696297,
2593.250433521, 0.999692854,
2593.270865061, 0.999741174,
2593.291296500, 0.999712673,
2593.311728140, 0.999708075,
2593.332159679, 0.999720871,
2593.352591318, 0.999724570,
2593.373022757, 0.999756928,
2593.393454296, 0.999709981,
2593.413885935, 0.999706881,
2593.434317374, 0.999735974,
2593.454748912, 0.999675047,
2593.475180551, 0.999703227,
2593.495611989, 0.999722378,
2593.516043528, 0.999728650,
2593.536475166, 0.999755151,
2593.556906604, 0.999766190,
2593.577338141, 0.999741524,
2593.597769779, 0.999705912,
2593.618201217, 0.999729611,
2593.638632754, 0.999723761,
2593.659064392, 0.999754680,
2593.679495929, 0.999740237,
2593.699927366, 0.999785526,
2593.720359003, 0.999749286,
2593.740790540, 0.999744401,
2593.761222077, 0.999749984,
2593.781653613, 0.999735767,
2593.802085150, 0.999701130,
2593.822516686, 0.999797823,
2593.842948223, 0.999839079,
2593.863379759, 0.999746786,
2593.883811295, 0.999917539,
2593.904242831, 0.999922898,
2593.924674367, 0.999857132,
2593.945105903, 0.999816915,
2593.965537438, 0.999751105,
2593.985968874, 0.999597778,
2594.006400509, 0.999595644,
2594.026832044, 0.999848795,
2594.047263579, 1.000278984,
2594.088126649, 0.999307934,
2594.108558184, 0.999619874,
2594.128989719, 0.999738889,
2594.169852888, 0.999634176,
2594.190284422, 0.999673108,
2594.210715856, 0.999723709,
2594.231147491, 0.999669716,
2594.251579025, 0.999669001,
2594.272010459, 0.999708283,
2594.292442092, 0.999734833,
2594.353736693, 0.999687931,
2594.374168226, 0.999735926,
2594.394599660, 0.999738192,
2594.415031293, 0.999732767,
2594.435462826, 0.999725713,
2594.455894259, 0.999711243,
2594.476325891, 0.999699679,
2594.496757424, 0.999745984,
2594.517188957, 0.999707937,
2594.537620489, 0.999651734,
2594.558052021, 0.999703773,
2594.578483554, 0.999753414,
2594.598915086, 0.999711031,
2594.619346618, 0.999686016,
2594.639778150, 0.999716372,
2594.660209682, 0.999732395,
2594.680641213, 0.999715251,
2594.701072845, 0.999715834,
2594.721504276, 0.999705183,
2594.741935808, 0.999677829,
2594.762367439, 0.999727144,
2594.782798870, 0.999735712,
2594.803230401, 0.999718434,
2594.823662032, 0.999747050,
2594.844093463, 0.999740444,
2594.864524994, 0.999735875,
2594.884956625, 0.999728323,
2594.905388055, 0.999700818,
2594.925819586, 0.999622277,
2594.946251216, 0.999372770,
2594.966682646, 0.999394879,
2594.987114176, 0.999451122,
2595.007545806, 0.999729719,
2595.027977336, 0.999721899,
2595.048408866, 0.999692145,
2595.068840396, 0.999709904,
2595.089271926, 0.999670871,
2595.109703455, 0.999667085,
2595.130134985, 0.999641260,
2595.150566514, 0.999686308,
2595.170998143, 0.999725297,
2595.191429572, 0.999785854,
2595.211861101, 0.999674488,
2595.232292730, 0.999750138,
2595.252724159, 0.999712815,
2595.273155688, 0.999743325,
2595.314018745, 0.999643786,
2595.334450273, 0.999653742,
2595.354881802, 0.999678560,
2595.375313330, 0.999652296,
2595.395744858, 0.999667315,
2595.416176386, 0.999697516,
2595.436607914, 0.999702218,
2595.457039542, 0.999680453,
2595.477470970, 0.999677961,
2595.497902497, 0.999679167,
2595.518334125, 0.999675589,
2595.538765652, 0.999675588,
2595.559197080, 0.999712403,
2595.579628707, 0.999709637,
2595.600060234, 0.999681950,
2595.620491661, 0.999617193,
2595.640923288, 0.999642614,
2595.661354815, 0.999664720,
2595.681786242, 0.999662907,
2595.702217869, 0.999621442,
2595.722649395, 0.999655276,
2595.743080822, 0.999601115,
2595.763512448, 0.999729476,
2595.783943975, 0.999660261,
2595.804375401, 0.999669651,
2595.824807027, 0.999666827,
2595.845238553, 0.999808102,
2595.865670179, 0.999789656,
2595.886101605, 0.999715678,
2595.906533131, 0.999501817,
2595.926964757, 0.999433216,
2595.947396182, 0.999407437,
2595.967827708, 0.999655800,
2595.988259333, 0.999703559,
2596.008690858, 0.999734811,
2596.049553909, 0.999659174,
2596.069985334, 0.999690319,
2596.090416859, 0.999730015,
2596.110848484, 0.999705120,
2596.131280009, 0.999658700,
2596.151711434, 0.999671178,
2596.172143058, 0.999648765,
2596.192574483, 0.999737374,
2596.213006007, 0.999647587,
2596.233437632, 0.999633124,
2596.253869056, 0.999626161,
2596.294732204, 0.999663456,
2596.315163628, 0.999582895,
2596.335595252, 0.999587113,
2596.356026776, 0.999590160,
2596.376458300, 0.999637421,
2596.396889824, 0.999680801,
2596.417321347, 0.999662115,
2596.437752871, 0.999631964,
2596.458184394, 0.999577291,
2596.478615918, 0.999638483,
2596.499047441, 0.999683656,
2596.539910487, 0.999584894,
2596.560342011, 0.999581216,
2596.580773633, 0.999653203,
2596.601205056, 0.999694896,
2596.621636679, 0.999620581,
2596.642068202, 0.999641088,
2596.662499625, 0.999673640,
2596.682931247, 0.999643134,
2596.703362770, 0.999562318,
2596.723794192, 0.999619330,
2596.744225814, 0.999571990,
2596.764657337, 0.999607660,
2596.785088759, 0.999611163,
2596.805520381, 0.999607746,
2596.825951803, 0.999601453,
2596.846383425, 0.999487971,
2596.866814947, 0.999251076,
2596.887246469, 0.999275887,
2596.907677890, 0.999460711,
2596.928109512, 0.999656718,
2596.948541034, 0.999672860,
2596.968972455, 0.999650211,
2596.989404076, 0.999675212,
2597.009835598, 0.999626143,
2597.030267219, 0.999686680,
2597.050698640, 0.999658453,
2597.071130161, 0.999658686,
2597.091561782, 0.999634509,
2597.111993203, 0.999649868,
2597.132424724, 0.999608544,
2597.152856345, 0.999557738,
2597.173287766, 0.999577073,
2597.193719287, 0.999634190,
2597.214150907, 0.999596538,
2597.234582328, 0.999619924,
2597.255013848, 0.999596368,
2597.275445468, 0.999619253,
2597.295876889, 0.999590303,
2597.316308409, 0.999592123,
2597.336740029, 0.999637744,
2597.357171549, 0.999589397,
2597.377602969, 0.999609553,
2597.398034589, 0.999610568,
2597.418466109, 0.999619814,
2597.438897629, 0.999581110,
2597.459329149, 0.999643259,
2597.479760668, 0.999641932,
2597.500192288, 0.999618388,
2597.520623708, 0.999632876,
2597.541055227, 0.999594481,
2597.561486746, 0.999555190,
2597.581918266, 0.999583758,
2597.602349685, 0.999554408,
2597.622781304, 0.999615633,
2597.643212823, 0.999556852,
2597.663644242, 0.999551086,
2597.684075861, 0.999558243,
2597.704507380, 0.999586359,
2597.724938899, 0.999693423,
2597.745370418, 0.999581730,
2597.765801937, 0.999509194,
2597.786233455, 0.999497903,
2597.806664974, 0.999506633,
2597.827096493, 0.999259115,
2597.847528111, 0.999301950,
2597.867959630, 0.999461861,
2597.888391048, 0.999677723,
2597.908822666, 0.999739684,
2597.929254184, 0.999746169,
2597.949685603, 0.999579297,
2597.970117221, 0.999570621,
2598.010980157, 0.999659528,
2598.031411775, 0.999637081,
2598.051843292, 0.999606937,
2598.072274710, 0.999613666,
2598.092706328, 0.999640352,
2598.113137846, 0.999622417,
2598.133569263, 0.999574055,
2598.154000881, 0.999594685,
2598.174432398, 0.999623552,
2598.194864016, 0.999605020,
2598.215295433, 0.999617114,
2598.256158568, 0.999649010,
2598.276589985, 0.999571320,
2598.297021502, 0.999580307,
2598.317453019, 0.999579332,
2598.337884536, 0.999607761,
2598.358316053, 0.999617504,
2598.378747570, 0.999666057,
2598.399179087, 0.999602093,
2598.419610604, 0.999631524,
2598.440042220, 0.999676526,
2598.460473637, 0.999664017,
2598.480905154, 0.999600788,
2598.501336770, 0.999618085,
2598.521768187, 0.999587503,
2598.542199803, 0.999589210,
2598.562631320, 0.999602085,
2598.583062736, 0.999549900,
2598.603494352, 0.999561823,
2598.623925869, 0.999588819,
2598.644357285, 0.999560393,
2598.664788901, 0.999645080,
2598.685220417, 0.999592921,
2598.705651933, 0.999616775,
2598.726083449, 0.999636632,
2598.746514965, 0.999624117,
2598.766946481, 0.999480989,
2598.787377997, 0.999312015,
2598.807809513, 0.999281843,
2598.828241028, 0.999371561,
2598.848672644, 0.999603387,
2598.869104060, 0.999608174,
2598.889535575, 0.999620033,
2598.909967191, 0.999641321,
2598.930398606, 0.999613019,
2598.950830222, 0.999585082,
2598.971261737, 0.999602273,
2598.991693152, 0.999537613,
2599.012124768, 0.999589739,
2599.032556283, 0.999593481,
2599.052987698, 0.999607874,
2599.073419313, 0.999644028,
2599.093850728, 0.999646509,
2599.114282243, 0.999622991,
2599.134713858, 0.999602026,
2599.155145273, 0.999635677,
2599.175576788, 0.999651463,
2599.196008403, 0.999657928,
2599.216439818, 0.999623905,
2599.236871333, 0.999729149,
2599.257302948, 0.999657022,
2599.277734462, 0.999717678,
2599.298165977, 0.999679212,
2599.318597492, 0.999643588,
2599.339029006, 0.999639926,
2599.359460520, 0.999631487,
2599.379892035, 0.999651796,
2599.400323549, 0.999628964,
2599.420755164, 0.999631312,
2599.441186578, 0.999628374,
2599.461618092, 0.999613712,
2599.482049707, 0.999614920,
2599.502481121, 0.999762686,
2599.522912635, 0.999598881,
2599.543344249, 0.999595623,
2599.563775663, 0.999619765,
2599.584207177, 0.999654208,
2599.604638791, 0.999576185,
2599.625070205, 0.999839798,
2599.645501819, 0.999750974,
2599.665933333, 0.999629728,
2599.686364847, 0.999540668,
2599.727227875, 0.999750853,
2599.747659388, 0.999438016,
2599.768090902, 0.999437467,
2599.788522416, 0.999568870,
2599.808953829, 0.999745483,
2599.829385443, 0.999711426,
2599.849816956, 0.999625036,
2599.870248370, 0.999662983,
2599.890679983, 0.999729766,
2599.911111497, 0.999691489,
2599.931542910, 0.999727751,
2599.951974523, 0.999777292,
2599.972406037, 0.999686852,
2599.992837450, 0.999645513,
2600.013269063, 1.000139871,
2600.033700577, 0.999700928,
2600.054132190, 0.999633844,
2600.074563603, 0.999633890,
2600.094995116, 0.999675143,
2600.115426729, 0.999718489,
2600.135858142, 0.999664757,
2600.156289655, 0.999749638,
2600.176721268, 0.999692228,
2600.238015807, 0.999677167,
2600.258447320, 0.999701520,
2600.278878733, 0.999653130,
2600.299310345, 0.999688365,
2600.319741858, 0.999750686,
2600.340173271, 0.999726127,
2600.360604884, 0.999687510,
2600.381036396, 0.999700815,
2600.401468009, 0.999636045,
2600.421899422, 0.999635256,
2600.442330934, 0.999595536,
2600.462762447, 0.999598986,
2600.483193959, 0.999601763,
2600.503625472, 0.999661079,
2600.524056984, 0.999694768,
2600.544488497, 0.999662002,
2600.564919909, 0.999769191,
2600.585351522, 0.999690424,
2600.605783034, 0.999696703,
2600.626214546, 0.999720654,
2600.646646059, 0.999729606,
2600.667077571, 0.999731109,
2600.687509083, 0.999568571,
2600.707940595, 0.999411269,
2600.728372108, 0.999404773,
2600.748803720, 0.999599799,
2600.769235232, 0.999759497,
2600.789666644, 0.999793741,
2600.810098256, 0.999738045,
2600.830529768, 0.999804333,
2600.850961180, 0.999796389,
2600.871392792, 0.999767458,
2600.891824304, 0.999744676,
2600.912255717, 0.999780179,
2600.932687328, 0.999801862,
2600.953118840, 0.999791720,
2600.973550252, 0.999770956,
2600.993981864, 0.999666271,
2601.014413376, 0.999736121,
2601.034844788, 0.999749083,
2601.055276400, 0.999752920,
2601.075707912, 0.999744345,
2601.096139524, 0.999742087,
2601.116570935, 0.999775872,
2601.137002447, 0.999723662,
2601.157434059, 0.999762350,
2601.177865571, 0.999792082,
2601.198296982, 0.999776257,
2601.218728494, 0.999776737,
2601.239160106, 0.999770949,
2601.259591517, 0.999770107,
2601.280023129, 0.999754052,
2601.300454541, 0.999746511,
2601.320886052, 0.999773420,
2601.341317664, 0.999782987,
2601.361749075, 0.999827751,
2601.382180587, 0.999770473,
2601.402612198, 0.999774272,
2601.423043610, 0.999773527,
2601.443475221, 0.999844565,
2601.463906733, 0.999929407,
2601.484338144, 0.999779405,
2601.504769756, 0.999818740,
2601.525201267, 0.999850434,
2601.545632679, 0.999832087,
2601.566064290, 0.999847073,
2601.586495802, 0.999711028,
2601.606927313, 0.999802801,
2601.627358824, 0.999766196,
2601.647790336, 0.999808526,
2601.688653358, 0.999472856,
2601.709084870, 0.999544026,
2601.729516381, 0.999860177,
2601.749947992, 0.999861654,
2601.770379404, 0.999712174,
2601.790811015, 0.999750955,
2601.811242526, 0.999755638,
2601.831673938, 0.999831009,
2601.852105549, 0.999842503,
2601.872537060, 0.999823709,
2601.892968471, 0.999835540,
2601.913400083, 0.999841808,
2601.933831594, 0.999865894,
2601.954263005, 0.999843048,
2601.974694616, 0.999854382,
2601.995126127, 0.999768887,
2602.015557539, 0.999763425,
2602.035989150, 0.999852197,
2602.056420561, 0.999872943,
2602.076852072, 0.999776532,
2602.097283683, 0.999799246,
2602.117715194, 0.999840165,
2602.138146706, 0.999802674,
2602.179009728, 0.999796977,
2602.199441239, 0.999802981,
2602.219872750, 0.999766942,
2602.240304261, 0.999816883,
2602.260735872, 0.999812420,
2602.281167283, 0.999911932,
2602.301598795, 0.999875301,
2602.322030406, 0.999927569,
2602.342461817, 0.999969215,
2602.362893328, 0.999958380,
2602.383324939, 0.999867711,
